person id,score
7f0021dc_15c8adfc,-2
431c28f8_710e574c,2
f0acaba6_d3ad6a29,1
6722215f_4f7f2ab1,-2
91f14d30_5b1a9c02,2
23d8a50d_789bac4b,-2
85675efe_7be8c622,2
530ca7eb_df918243,2
3779f07c_8ae6ed2e,1
d96020e3_e039145c,2
8f31db6f_682028f4,-2
7e4af5b7_2573f438,-2
a769de27_bd24906f,-1
164588b_2dc9c801,3
ebfa355_aa758b4a,3
9a28f729_4484b287,2
90bddce3_a2f4557,-2
e747d52e_bd28bd4d,-2
d5b65a9a_122d2a0c,-2
624bfc71_c4ace363,-2
c4a4c0e6_c3ac6729,3
d6cf109a_f675ce88,2
68c7d43f_6276f2f5,-2
47dc115f_7fe75df7,2
2d6f5eee_43d5685b,2
edbdaa0f_11b2682f,-2
352e8c74_919a8d,-2
f3f05a5b_4c032ada,2
a2f656c3_2e9d2b6d,-2
f3b6ac1_9e7e7a65,-2
968af9e_80720411,-1
f3045ec5_cfa6401a,-2
f499cd13_1091c8fd,1
341022cf_8a9715c4,-1
f8bacc84_48a98d24,-2
3d4b0f1f_cdf835eb,2
d88d6e2_7e3f1843,-1
860dd5e_c2c647f1,2
3d0a6a34_4bb7cbce,-2
e7ef56e0_2aeb598a,-2
9bee2ee7_cc00eb6b,-2
d0b8eee9_f6852ea4,-1
53eb9df_4e8e8aab,-2
242a94d3_e77e544d,2
d8c3f395_ccc3a35e,2
fab9ad70_55ade1ae,-2
11fbc314_aae2e5a4,-1
c9a0eec9_572e0fab,-2
c877519b_7c9a07b1,-2
6ca5821c_6cd6fe44,-2
e7b62523_669ecdf7,-2
20460394_2729800b,-2
27d53e9d_b6fc3efa,2
9455caef_5e792846,-2
1940a646_d4f04a08,-2
cf9aa982_5cfb6080,-1
54cf58aa_f951603c,1
281efba8_9d33b673,-2
c9e66c40_9f9b40a8,-3
a30eff28_218f6612,-3
2e98487b_db69d98f,-2
28558662_cba7b826,-2
433224d2_8de5da2e,2
caad83f8_889c7a82,-2
86e70d23_4113ac96,-3
108873ec_e1383921,2
5c1ebd86_70d526bc,2
649b70d8_4c29c125,2
90d92975_2cca7341,-1
4d805fdb_cddbcdee,2
831b9722_eb0cbd62,-1
49564d97_26e4aa0d,-2
3f36acc4_edbc2ec9,-2
428dce2e_3d8162dc,-2
77dbb27c_da1be3f2,-1
d82385be_71ac583a,1
51f9be47_aaf77331,-2
cfe028d3_a5f274d,-3
5a27b9ac_10a26db0,2
d5b7e213_4899de1c,-2
c39d69da_93c2a834,2
39566ce5_5ee7416c,-2
18d425e7_fe9c40dd,-3
93654de7_a5cd986a,1
c0c12699_b50aaefe,-3
93adb15e_a0fd2c52,-1
8aa28f11_76ce71d7,-2
3ee9f086_9368a9fb,-1
598bab43_88b89a17,-2
ee114a5b_a708bb99,-1
68119635_86b2a921,-2
1fe250a4_a251ee57,2
8d11b604_5d0a6f84,-2
486d9cf2_10e9ab4d,1
f4e37a58_e433bd9b,-2
1a36a471_b6674e7f,-2
5c1386e6_35dcc586,3
800f7917_ca991591,-1
c9317cf2_82d4d3ff,1
62a0d7fc_65c064cf,-2
bd0befeb_c1751b00,-2
5a359681_1186a9a,-2
32b12447_464c486c,-2
9ff48834_ae7a9566,-2
4d315386_f42f5830,-2
62100ade_689219d9,-2
682344e8_31ffe589,-2
244560fc_e1d2f5d1,2
8408fda7_e8f5555c,1
b54667b5_e02c1063,-1
31b2df8b_d226eb04,4
107f0a31_de149058,-2
a8a32a9f_ae184492,-3
ccd4936d_607f0a6,-3
81fb7d48_62c9b39c,-2
79d17d8e_a2564d38,2
479ee8d3_37fac876,2
f6def7b4_70178519,-1
cbb9d8d3_82bb9434,2
5ff9c21a_cf537197,-1
561f21bf_20746f0,-2
b6e10750_7ffb596f,-3
cf05a4c2_33380b6b,2
c15e51f0_54bb8355,-3
a672fdb6_c8d9fc5,3
214f8029_2652bb67,2
d2be9ce3_ba4ddca9,-1
d430f708_c07ee38b,-2
404584aa_e234733b,-2
12e75bb6_6a7ef81c,2
1d5b4226_88446d95,-2
b577dcee_5d8fa6c9,2
c32bfa2a_78678200,-2
f1d21a48_5aab6998,-2
bd4ddffd_31510789,-2
6c814a37_aecac959,-1
3c7c9b4f_d9ee2550,3
455e1715_2e3e729b,3
23ba6b19_ca45289d,-1
71d6c809_d820eb88,2
6c3e1a67_c3516bd3,1
3ed6f31e_48d6089d,-2
4691f41a_30c707a2,-2
79b757f5_f1b83866,1
1587ff39_88bcc57c,-2
3644b02b_92a552f9,-1
12d8c2c7_c18d6dce,-3
441c2736_643c1b03,-3
db7566cc_d15f09f5,2
5d14bf68_3e0c4384,-3
ee120865_ac1b6f0f,2
84dd077d_906ad500,-2
4b5451ee_2ef13224,-2
219b03c1_425b7331,-3
1695304d_cc5e06fc,-2
5b41368d_ba8edfa7,3
8b97a1_d3eb718d,2
a26807f2_6db25ef8,-2
3a6b5530_47c1f556,4
130523de_ed94da29,-1
705bdf0d_fde2324a,2
8a8e0c13_6557a98d,2
e586f515_fa854ee5,2
8e666245_a8c6987d,-2
324bc14e_5215b502,-3
5616c572_66e9c1b,-2
dff38f83_bc8eec64,-3
c89776f1_d5244cdf,-1
41de4f3d_751d7e32,-3
26697b96_eb662cf8,1
f9fc8d74_8a9b7752,3
52fb3328_cab3d850,2
71ae921c_2d12d417,3
53b94977_d23739a5,2
fd66fe2a_13d9c75f,-2
a759e809_f58197ac,-2
2959aa85_ef9aa4db,1
78b0e485_44f1708a,-2
28166ab1_62de20fa,-1
b16601b3_eef5b8b7,-2
729a3834_fb24a945,-4
60c23823_93f98b20,-1
48ce57a6_6f0240c3,-3
6567e2fb_82003073,2
75f9ab34_8b7ada24,-2
ccebbbcc_a1fe61a5,-2
d779d2dc_9caae3b5,-2
8a8c57f0_7b39b9fc,-2
306e51b3_aea68778,-3
c666177f_d54e2e10,-2
d6d4414e_e4530565,-2
5ef4e47c_c76b8dcc,-2
ee9f21f8_fc98cf60,2
db696705_eebb318c,-2
e379c03a_61c3f1da,3
f84ba1d2_6d5a4641,-1
db1ff13f_d26f0983,3
baf555e4_97717f8c,-2
1e58acc4_98b497a1,-1
1202ad96_2c79840f,3
d94ae127_326204ea,3
593b0ec_9d126603,-1
5f898a6f_74fda2ac,2
ee231e06_25ef239f,-2
52a32c86_6266b2ae,3
bb80fa3d_7e8dde33,-4
9779191_d458ccd1,2
35f486b4_6220564f,-3
1a769de0_a1121c17,-2
444c34ca_f0864181,-2
fcf42496_cd6004e3,-2
36f4ed0a_ae3f03e9,-2
d66695c5_894d46db,4
71bd2914_d8d427fd,3
7077ed63_de96f676,3
b807a322_971a2986,-2
b1d619fd_7357f9ab,2
73029223_cda2b38b,-3
49257a0a_a7204543,-2
f876e5be_d7ea9325,2
7d5cf0c1_e5675f41,-3
9a67ae4e_dab8e32,3
68e845b0_d1a223b5,-3
8b78a075_31b23887,-2
a6d90380_1d3daf4f,-2
bd14d683_9076644a,-2
9f75f042_48c0ed8c,1
d34748d2_55b76015,-2
9eb8bb5e_2b1cd835,3
4720ff0a_add9f1a4,3
6de5459d_216ac314,2
d1335aec_ee598650,2
e25961f4_139abeb5,-2
f9f7ad1_96fcd81a,-2
6a5f004f_82c1b59c,1
da919eae_bd992cc,-2
6489603e_cb6aec38,3
355fe81b_365814ef,2
4b67199d_86a7ab76,-2
806d3eec_871c8188,-2
cc83d486_462633c8,3
3c673f2d_721358cd,-2
42cf9273_6acc750e,-2
6be100d7_532794ea,-1
c069546b_622263d2,-2
8f46d62b_5584392f,2
2c975ce7_b2027fa1,-2
53def5fa_35d21ae6,-2
d941574d_9f000e9b,-2
c15c1aa6_bc5b9581,-3
44e70efb_2723f6c0,1
10c55756_3697239e,-1
440aafe5_c14d2784,-2
b9bbbfc2_910242fb,-4
5b81aecc_6749f641,-2
4cb4ff89_31819f3b,-2
e7fe6552_4fc94586,-2
737d1e0c_f6c75a7c,1
29f01cc8_1299d7ff,3
f7bb3b7f_befbd8a4,-2
c1ec482a_bf146220,1
73fe0531_893dcdb6,-4
544b0f57_f73e1580,2
3fd2053f_68107937,-2
38e81c93_4af951cf,2
8004eba5_3b3e18e8,2
981b88e5_e248f63a,2
2b3ad402_e6ef5696,3
44e5ee85_112059b3,2
8d4c1154_746e6097,-2
d751c13d_50f9301d,-2
ef92a721_d74e3609,-2
672a69f4_953e947e,3
f2a53577_a32597fb,-2
d510c4aa_5b290b82,-2
3dc4ed50_e7e37209,-2
834f4398_9b28b808,-2
afa940bb_6820ca5e,-2
db7ab4ea_933f531f,-1
127985e9_f65d386f,-2
d0ca2bb6_886f1f8d,-2
73551a09_60595d0f,-2
378c9ca3_aa1c4db4,-2
cbf75fed_e7f150b8,-2
1ff77c5d_3ad166b7,1
bf08f995_6b166ff2,3
96794351_fca63f16,-1
41f23e8a_504ce5cb,-3
2033e78e_e0ae9d98,1
65477840_87aadff8,3
98a48cbc_49e535d1,-3
bb23e0b6_4caa5f47,-1
39b10e67_27096fb7,1
623ad9f0_6c370998,-1
d5a8deff_9265210c,-1
c20c4994_8d304afa,-2
3cea0e0d_5b8acf28,2
efa814d9_aef152e3,3
75bbcc68_310a6308,1
772758df_f5d6e7f3,2
1801d773_ad28c52f,1
5b7ed6d2_1ba8a9c0,-2
32ea397a_235feaef,2
6d44c365_8c6393ea,-2
394be6e8_b82eccc4,-2
d7b86333_3d60b3ce,-3
b0ca3b76_bf7cb59,2
81c56fbe_8b0a8aca,3
ccbf5db1_69c8d544,-2
530f2b36_f1a0cfd6,1
d87aa3f4_83623ff,-2
32bd7306_67aad85c,2
d43d32d9_5851a910,-3
f3a318b4_cd08a4de,-1
8aba1980_55884176,-2
560d1488_b69a19f2,-2
ba44e6f8_22693293,2
b961aef3_7587a462,-2
16d902f5_87102c2b,2
536b6b2e_5854641,-1
89777ec6_f3a30f2d,-3
12d60240_b3dcff8f,-1
6949e612_4b104b94,-3
f07d9ff_cf329fd6,-3
c43a47e9_56949905,-2
5ce93110_165985e3,2
9991f128_ee2a8b4d,-2
e2cb063b_f5c7f292,-2
4b9517c7_7cf22470,3
155c847b_58af7547,2
e07bab43_f38ff70d,-2
40ff36aa_40938769,2
3b771f36_20d2b928,-1
c9e5af71_c58a3fa4,-1
357b41b7_76632335,-2
39141909_2125ee16,-1
49ffc70a_f3fbea07,-1
e7932530_2d8b4c33,2
ba87a01f_34a0471c,-1
2c064614_8a5f7c0f,-2
218e1b34_b22e9bea,-2
dda20471_32af800a,1
bee88853_d5cc298d,-2
ac19f811_f46e7fc5,-1
530f2caf_7f017af,2
52dfa5af_9dd86434,-2
d4099e2_76f0a887,-2
8cc83ee5_1bf8cee6,-2
37fc243e_79b76789,-2
14881114_db7db43a,-2
4abe01e7_97f29955,-2
bb2adcba_866587e6,-2
69d6ab05_946895a4,2
fe2d66ca_ebefa510,-2
2f21fd83_6470394a,-3
5f1944e_8f608cb4,-2
420f3ba4_e4012eb7,5
b48aacd9_c72d57ae,1
6113a845_872757cc,2
d5822e19_cf503364,-2
c59bd5c1_c92cc9bb,1
4880969f_e0554b5c,-2
56133883_36eae700,-1
3c925007_b4546a7b,-2
d2cc7849_288d0bc3,2
5edc26af_17a487b7,2
672ed073_c43e335a,-2
78053621_8d54af18,-3
74a241d2_36603c1,2
256649c4_29402af,2
228c9e2_ba6623aa,-2
b9acc9a_4ae004bd,3
f6a60cb1_cec815c2,-3
c42e0b6_4b6add1f,-2
c42f7784_19bb34eb,-1
e3e1e401_ca8c2f6f,2
c4a61de_7b1e5fb9,-2
78024a3e_55e44c4b,-2
14fc472a_f4b57e09,3
326d7d6b_2ec5c968,-2
2043fe18_ed4109a6,2
6e3f1cc2_ea8c98ab,-3
8764a06f_b414bfe2,1
58cc74f8_c76ef832,3
bddf5eee_f1142076,-2
c7ce7498_87d2dd8a,-2
cc1066e4_7e45c6e0,-2
7b90377a_2d420d03,-2
69b582d2_d682b7d9,-3
f53b60e0_60f0ed5f,-2
a1814d8b_8142dcf7,-2
d9d19628_3672bd54,2
546721bb_2ca9fa63,-1
3978ffd7_d86296d1,-2
e5409edd_e6828c2f,-2
5d2a0bef_edbe2ef4,-2
d1eed0d2_e8e7a15a,-3
c77f6a78_4388a327,-2
514b50dd_26df0c53,-3
e9f6d3ce_88d37956,2
7abf446a_73863e56,2
4af96afc_7f361746,1
85ff3fe6_ba9ab39a,-1
6d7961bc_58214112,-2
ac3ba1d6_ced71285,2
597f527c_82dc0d56,-3
5cd4c2df_c496ada1,3
d11af110_37c334c0,-3
964a2aaa_7889b669,-2
e4bacb7d_f8b55f6,-3
afae8d3a_24c83574,3
e6b4673c_97005182,2
1792a453_1aa461d1,1
43aad795_47878736,-2
b366e46b_8eb2faf9,-2
c8d05a14_5537778,3
12318fc_80f41db,2
8ad2c8fc_2bb54594,1
a67ee319_66f80681,-2
c2c96510_3540f77,-2
93a923c0_145ba714,2
c39f3398_22603837,2
fe486f5_b7358539,2
91df3818_bd5c8f24,-2
e6195ca4_c9f0bbe1,-2
e1ec109b_767114a8,-2
bb9077a4_68af9ed0,-1
4d2ec1c8_99b3eedb,1
1a365a5a_cf71c216,-2
9b0a39ef_a909e083,-3
b2fa65e1_8f1ce63c,-2
96adbeb8_f29c5364,-1
44f1b419_1ae87fa6,-2
ea0e9812_f6196049,-2
935e0475_141164ee,1
56ae3728_7875217b,3
7a999bce_5b26202d,-1
37fe9d19_282ceb7a,-2
e9221e37_a1d9de0b,2
18c0bbb6_c89cff21,-1
112b899c_632c642f,-1
319fae9e_7ad40053,-2
5ca3aded_dcb6f96f,-1
ac7d8101_726035f,-2
a91936ed_fac371f3,2
82f628e6_e81ce7b2,-2
7491f421_8389a4c2,2
264afb20_bad720c2,-2
94ed1273_fc267678,-2
68663d75_cf045536,-3
320ed901_a947e23c,2
a7235c33_e138282f,-2
3d9eb03c_4d158b9,-2
5f97a8ad_670a6764,-2
a13ca06f_a29a51b2,-2
95bf4b4a_708e0ba5,-2
a217bac1_1f9a7239,4
9f85b102_e44ad8b,-2
a7df737e_6247a6aa,-2
a6245032_4f2be4f5,-2
8d9937f1_b35e8b99,-2
5f035033_56f6fb77,-2
472509b2_1cbaed2a,-2
ac49a6db_96ef186b,-2
ecb15fa7_e8ecdfea,-1
e8111e14_53f022ea,2
d32d5b2e_221ca3a6,-2
58a17a7d_2295f396,-2
7dafbe1c_3fe1566c,-3
62b3d9af_98d3e2ae,1
64fe10af_3287b7ba,-2
21ee7069_8bdbdcda,2
77c76461_30f8d978,-2
fc40a8b4_79950380,-2
f9b50ddd_758dfb38,-2
dc727c0_25b4af4f,-1
2cc0720b_c6db41e3,-3
98af8331_d3f01acd,-3
32b58474_fbf5cd2e,-2
c2286104_7d29f88f,3
26bdd2e3_c7014bbd,-1
2b36786b_9865b509,1
4dfd71f_f0b35d43,-2
d13fa02c_dac69e3c,-2
649e8c4_c617f7a2,2
9f3874f9_11e0224a,-2
d7b55c8c_9f5a068,-2
a3432f79_175eb228,-3
3a459bc1_cafa5c39,-2
2cd3cf94_967f0f56,2
993d3ff_5f6697be,-3
326f263c_4e9e80e4,-2
fd2eeebf_d9b34115,-2
91dade1d_b0c4091a,-2
6609650b_6a741755,-1
e21d2ea6_a08d10c0,3
8b6d7232_b60a8f6c,-2
23bf40f9_39fcc80c,-4
c520e079_98a87b43,3
b551be8_9280b53d,-2
f2cd0e5_1216ad67,-3
5fd8960c_31d7a887,2
a8f3bf1c_18d0ba5,-3
e1eefb96_d6400ac3,-1
2506e41d_e60759e9,-2
298e21a1_8986d6a,2
1fa4288f_ad27ee58,2
16ac5b6e_f217317a,1
865585b0_f398f137,2
66afe889_1d0a41d,-2
8e27772e_a30306b0,-2
c68c8219_719fcc85,-2
12de103b_19536119,-2
21db496f_e85c2b8a,2
7c57d81d_9e0e3e7a,2
ea922ac4_facb3fa3,-1
a72fa721_47d6a908,2
21499923_e6c9b42b,-3
aacf852e_5f3345ef,2
cbf45beb_9a8b40d8,-2
f694e6d9_58516ab3,3
6fe94b18_93e05f71,-2
845dda8c_cf903bba,2
70af45c5_3ff6612,4
5dddbc71_21918751,-2
20e30607_b9a2a4a4,-2
d2fc9a8a_b2ff3f9f,-2
504d773d_a7c0c21c,-1
bb0cfe48_7ea09cd9,3
cee65122_90cdc448,-2
894e6c0d_64c1fc8a,-3
526a12f_a4af99dd,2
911063f4_20ba6cb9,-2
133d367c_81060f5,2
182694fc_e85c3338,-1
d28cde71_b3df60de,-2
ac83af02_3f816602,-2
f70bb4ea_8f6cadab,-2
634ba82d_d96e617f,-2
ccf8ce60_35c6fd48,-2
10a75c68_452fb489,-1
8a4a592d_e3299366,-2
7efa16b6_d67b4218,2
5ba3653c_1c000b94,3
d7e8f0df_1a4d55d8,-2
b84b3fc7_ef7cc689,2
b65ec64_7c5dcd9c,-2
bea95492_bef086ed,2
ad26a7c7_9b759fb9,-1
1606b878_2a7a1411,3
64fe678f_1a7f2c58,-2
38b8d4f1_da5d575f,-1
645444d5_95e6f031,-3
55d33731_838d95e9,-2
22954386_b695ccbe,1
4bcb72a4_f745ccb2,3
7cb8305f_70a36a5d,2
41a87b6a_625163ff,-1
a96c9bd6_f65bf700,-2
6d7aaa18_3c1659b6,-1
dfd1209c_a3bda77,2
ded64119_82591a5e,-2
e9ed1230_370e0904,-3
80ec7c61_88185b62,-3
68bf169c_175d49d9,-1
10709645_fc980b3d,-3
a9160145_671b1aef,-1
3f0be5a5_ecce0a67,-2
19e3bcbb_c6d1eb01,3
d9ebee8a_855b32da,1
c7c50da_c9648178,-2
7f2ca170_f4802921,-1
845ed395_4db008bf,-2
e742049e_41a730b4,2
503d2053_697a421c,-2
23403372_f71b972b,3
813d82ea_5fa96950,3
c886522f_b8618c0e,-2
f1b0c016_a16abf55,-2
aacd96aa_1252d727,2
9bf14951_2f864ae3,-2
61078f29_4af6c558,-2
3e4185fe_48554cfb,-1
c99be575_4bf9f80b,-3
adff8ab5_65e278a0,-2
4af0f706_3f9f1274,-3
4fa4df9b_c31a0e1e,-2
2e76a488_7f46acb5,-1
fe9906b2_f7b1b47,2
eb2f6f78_9789bb58,-3
d75f0026_9a733e2c,-3
81f31ab1_fb6fa5aa,-2
3e2888f5_7e44df70,2
2c096758_d7a48c45,-2
325a5651_90945d73,4
8dd299fb_cb161213,2
3048a6c7_11bd3353,-1
b51a5307_640744bb,-2
2a0d73a_6cf1df55,-2
782da536_b7920d6e,-2
ca7cb14e_7cedc83c,-2
73270216_7355c092,2
a9db07bc_b975d2c9,-2
c7e210d7_13860110,1
412478d3_80593d47,-2
7c6c9860_e17ff4f1,-2
de386197_781c934,3
6dacd67_d76e184a,2
5721262b_a74285b6,-2
6b1a5cf7_e29d1e2f,2
eb867cd5_810b61b8,2
b3d276a7_f7faaee1,1
7283e0a3_c6247cce,-2
2a81bdd5_b59b5342,2
b2e53483_6ddf6ba5,-2
7e1b8296_b7dcbaca,-3
ce61b100_6441d8b5,-2
b3969da7_e3976a64,-2
9d84ede2_9fcf3c11,1
404e9cc6_792112ef,-3
9b4cd77e_b7304655,-1
6671c277_bee141d0,-2
bd8a4491_54d5b38e,-2
64778857_1e5fd956,-2
127c1bfd_733ab34c,2
64ab777a_eeb9784c,-2
b5d01cfd_ddfb8e92,-3
410393a7_ec3d615f,-1
e51ccfdf_6a5c8ace,-3
1282849b_5ad89b52,-2
c4f2a8f5_90594805,2
112d5caf_60e5a024,-2
1ed91fca_a710dc3c,2
f57b583b_4c7e2a3e,-3
1632bec2_52d70733,-3
8f6ca8e1_e8691c73,1
a4745ec1_ef71353e,2
20f8d_995e9bf3,2
62136f5b_52fcbcc2,3
11c8546c_59e94c40,-3
8c0c23ba_9afc838d,3
4a761c2b_e052c162,-3
da55eb80_5a5d6eb3,-1
c7e38d07_83357b7c,2
a39aab7_92c82452,2
ba3bb654_bcdb5d5c,-2
12997b60_e9c3f10a,3
7f96e860_32dad934,-1
1ebaa216_99c6ddfa,2
ae25d0ad_1ae7fc0d,3
2bbc5d43_ab3a8a0a,-2
afa06d12_36c1c975,-1
c4defaf9_72c69616,2
4980ba5b_624efaa3,-2
9c045e8_fde1a007,-2
a6a648ec_6ee2f34e,-1
304245d8_a0337a62,-1
718ff97d_875e9587,2
91aad65e_b7f72597,2
83e9c420_e1253f3f,2
eb9b4a0a_f75fd90e,2
d06637f9_b77c9575,-2
36c07bce_abc2333f,-2
985e4d23_96e4f31c,-3
35cfee3c_ceeafd91,2
5a278a42_364c0139,-3
ce167848_f409eebe,2
7ddc86ca_488bbc13,-1
af1d57a8_1424bf11,-1
bd49ed3f_22e610ca,3
532743cd_28693c05,-4
3da87f71_ff7a89c9,1
7cdf78f0_1689917e,2
5ec547b4_2ea04e87,-3
5862d9ea_7235a0f4,-3
406d4db0_c42af02a,2
e362c050_38b82c0a,1
e5456c59_6dcf165f,-2
45ecc3c3_559a1b05,-1
5c045db3_1195f1f4,-1
a1af386_28b750b0,-2
41411df9_8dbdf24a,-1
f072fc16_5c73fa51,2
34ddbc2f_91d54040,2
6001155f_409601b6,-2
8e4ebeed_55709135,-2
597b2eab_b371fb81,1
a14fe96d_4f7941fe,-2
f346516b_b633f94,2
c10f0c5e_75e195cd,-2
6c7e68b2_1e54727d,1
3cd12ca5_43473e7b,1
1e3ce17b_cfc9bf2b,3
3c1a9de0_25f3c29a,1
bb6c0b99_3b496b3,1
e4b5df3_4945c388,2
407327ce_7d1c4275,3
b123a79b_ebe0bd07,-2
c3b2c311_252c9213,-2
775cd7cd_e04f2b9a,-2
dc7dfe7d_6044be06,-2
bf5cc54f_e4e39250,-2
be6e21a8_88dc3d73,2
6826eae0_1a72ca12,1
56c338bb_55840ac5,-1
428d7973_93c5e9be,-1
b5b78605_afd7088e,-2
47d08d6a_a20b8e35,2
a18acc4_836ef18,-1
31d01704_33aab1b6,-1
b730115d_df51cd36,-2
ccb2d80_b799be1a,2
42754196_4a3e8c88,-2
b9116d03_76d7529d,-1
83b0c364_946adb4c,-3
7f550a6c_2538ac4d,-3
48987114_d7adbeab,2
c5b67732_8d6d7742,2
bb12f685_9a25e1b7,-1
3a091b53_2b72e7ae,1
a13be1e_9cd9140,2
7ec43e83_6b5e583b,-2
274a5ac5_76113a1d,-2
7b8343c7_aa7c63c2,1
3e47897c_27551cbf,-1
fb8ca445_424bf2ef,3
3fc03f1c_3e27c654,-2
5ddb8e9d_404cd5b6,2
bdb24f33_94ee3bf4,2
8fa85ae_47e6744b,2
65f77839_a8f7fa72,3
2e6f23c5_8058ac54,-2
e6abbb75_3c168691,-2
70b3c94d_d19d29da,-2
e0bf9d48_10c21c92,-1
532a6744_e85afaf2,2
2666b17c_df11e178,-2
c4524078_29268712,2
d6b9e1d8_e07a18b0,2
2859f13a_7f6124d7,1
afed3574_8fe0ac14,-1
ba69e933_dfbaa916,1
61044a7a_ee2cd616,-2
a81a5287_c06848a0,-2
9b9756e9_255c8cce,1
717a92c0_6561ef3a,2
9710bfa0_4b2d7002,-3
befd2359_2a206c18,-2
d0acbf24_e5819366,-3
3d3e12b5_2218e655,-2
b9d85c21_35de4bcc,2
e0ff571e_b6d380e3,-2
d29d76b9_4aa7a148,-2
694d89f4_49ef4c1c,2
43b5b2f8_eda17c15,-2
16544885_499ee510,-3
e8057a19_ab86cbc,-2
fb9f5aa9_69ea6dab,-2
65225dd4_dd0311bf,-2
55663ade_ccff7e48,2
de61f753_9cf38689,1
9e50744a_758f29d0,-2
2c399cb7_e00925c8,-4
19fb72ee_3184949e,2
fc3e57c3_26f4de14,-2
688d271_ba405a6e,1
3347ea06_e08b995c,-3
9eb41358_42038534,-2
48078dd1_5c4ad3c2,-1
46a7b357_8e3e5f0,2
f833b27e_60797fcc,-3
a481c207_988d5d26,3
c66ab3a6_214fc64,2
f63cf632_aa7e5adf,-2
4b1efc02_d975992f,1
62a32695_f1ff0b67,-1
95564c68_e3e25e4c,-1
2a9a1a6e_7fa81223,-2
598dd865_89bba222,2
ea206bb4_60d4f09b,1
95f73e0d_b17688ba,3
f9b6ef9b_dd04aeb,1
4b20f0a5_a01bccb3,-2
856cc95c_a7596dd4,-2
2dd0cd6b_860f092a,-2
504c0b4b_aee47c2c,1
f0a07bd9_b6f40207,-2
30121be2_e487ef9d,-2
b4ffe608_3f1f8265,-2
435f6574_a5aa5c81,-2
ce7334e6_ee963589,-1
6a8a180a_ec9a80f1,-2
64adc7d6_4771543a,1
2c5716cf_c8a0e700,2
e621337f_ade3e2c5,1
dcd1065b_11538a5c,3
be8f7f33_60809302,-1
b9172b59_86634b7b,-2
5051e3c5_ce814e02,-1
36a512ac_b74ed935,-2
5237a87_a2fdfe02,-2
d4b27628_a1554e3d,3
9fe93691_d4bff7ea,3
ad45ca06_2a4a03d1,-2
6baed70b_bd2a7ec7,-2
ac915a14_d7b0d9c4,-2
c8e1d90_89a6ba1,2
d75b9f77_56abb748,-2
a144ca8a_d0c802f,3
f7845eed_ad409d5e,-1
3dcdd32_6170993,-2
433517f5_1fe4ee8b,-1
bdef77f0_84a6dd68,-2
3147ab0e_856468e,-3
73e3cee1_bd3a98b,2
dbbf0a83_93d839dc,-2
aed62174_23764de6,3
8d51e398_1ce36e21,-1
b6d204f_6b4f2f6,-2
65a4820_44c93996,-2
2b4e9270_1f487c12,-2
bcd6009b_870a89b0,2
1a40e6f4_f2158b37,-3
1cf35681_f8c3979a,-3
a6f92b51_826d721c,-2
13d17f25_a71211d5,-2
7d3c732a_a7e2126a,-3
ba335400_fb20ba06,-3
f94fdac2_e2370bcb,2
ac3187eb_88e37e8e,-2
2b163504_f00c40ea,-2
da460427_d7d87cea,1
d72298f3_1af033d8,2
61487b95_2f8d3b2a,-3
fe97f67d_e59e7bf5,-2
84e483f2_c049d221,-2
c83cf69_33175f12,-2
97e403de_f4e32dd3,-2
ab461054_4922401b,-2
4d7e8ac1_9eae612c,-2
ba413a84_a593ab39,-2
17b33b1b_2e075aa6,1
919eb3fe_8eab0367,-2
49d12b7b_39e8b4d1,-2
f5b498cd_d6a3276,-2
652d3d81_66d5f47b,3
7d4c6fa_581bb82d,2
38d0528f_3eb7f679,-2
99252322_32bfa8b7,-3
802a2f4b_46cee137,-3
9ef8293_f934e9ef,3
37a7f119_5dd0988,2
ff681c36_c7017f01,-2
bfe9f1e4_e7341de3,2
7329da4a_a391b41b,-2
c8d96b72_5c65742b,-2
3b8fd185_d367f70a,-2
9e6f5ed8_c41541ec,-2
61089c5c_58547550,1
c88917b_4d5e11fd,-2
d129a6d2_1a449987,-3
5bcd23be_2176db8f,-2
e2abac74_786dd8a0,-1
74afacd2_ed508332,-1
48730431_9524fd78,2
abac7006_dec86d12,-1
640eaf4c_fa4900a7,1
9bb3932_a0f66367,-2
5f2e9fe3_f42d490e,-2
725c83db_eb4fbc6d,-2
189cac17_181095dc,-2
9f3329db_11165f7e,1
fe4ab6df_4767584b,-2
e7720dc1_bbdf21a3,-1
fe2936ba_30005066,-2
38071a5b_7e5f692b,-2
4d3f5ed9_a9668185,-2
57aabaee_22fd62bf,1
bdee094d_54838770,-2
5229968b_c2b55165,-2
75e735a9_4e9f3590,1
4fcf958c_96633932,-2
8cf57a49_90484c55,1
9222f425_f4245490,-1
d503e6b8_faad880,2
8cce416c_db9f2e72,3
2af5a458_d1345878,-2
6849d5ab_d1a406d2,1
51c88bc1_1755a12f,2
1a73ef0d_e071143f,-2
aacec93a_caa91069,-2
a3cf0217_89fa3394,-2
bdac1eff_9a4ecb4c,-2
a015ecf3_6f8b5e73,-1
2163385_9fa1de82,-2
7b4a72b6_3272efda,-4
84b89286_7bb9221a,-2
c3c90dc9_c08185c8,-2
a81ee297_736359c9,-2
28f1e6c2_f7acbba9,-2
9d3b183f_5ad66873,2
6cdcefa3_19c707d9,-2
4f5056b9_cc8b841f,-2
